x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0																															
x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	2;1;1;0	3;1;1;0	8;4;1;0	1;2;1;0	0;2;1;0	1;2;1;0	0;2;1;0	1;2;1;0	0;2;1;0	1;2;1;0	0;2;1;0	1;2;1;0	9;2;0;6	9;2;0;6	9;2;0;6	1;2;1;0	0;2;1;0	1;2;1;0	0;2;1;0	1;2;1;0	8;4;1;0	1;2;1;0	2;1;1;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	2;1;1;0	3;1;1;0	8;4;1;0	1;2;1;0	0;2;1;0	1;2;1;0	0;2;1;0	1;2;1;0	0;2;1;0	1;2;1;0	0;2;1;0	1;2;1;0	0;2;1;0	1;2;1;0	0;2;1;0	1;2;1;0	0;2;1;0	1;2;1;0	0;2;1;0	1;2;1;0	8;4;1;0	1;2;1;0	2;1;1;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	2;1;1;0	3;1;1;0	8;4;1;0	1;2;1;0	0;2;1;0	1;2;1;0	0;2;1;0	1;2;1;0	0;2;1;0	1;2;1;0	0;2;1;0	1;2;1;0	0;2;1;0	1;2;1;0	0;2;1;0	1;2;1;0	0;2;1;0	1;2;1;0	0;2;1;0	1;2;1;0	8;4;1;0	1;2;1;0	2;1;1;0
x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	2;1;1;0	f;f;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	2;1;1;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	2;1;1;0	f;f;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	2;1;1;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	2;1;1;0	f;f;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	2;1;1;0
x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	2;1;1;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	2;1;1;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	2;1;1;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	2;1;1;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	2;1;1;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	2;1;1;0
x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	2;1;1;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	2;2;1;0	0;1;1;0	0;1;1;0	0;1;1;0	0;1;1;0	0;1;1;0	0;1;1;0	0;1;1;0	0;1;1;0	4;1;1;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	2;2;1;0	0;1;1;0	0;1;1;0	0;1;1;0	0;1;1;0	0;1;1;0	0;1;1;0	0;1;1;0	0;1;1;0	4;1;1;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	2;1;1;0
x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	2;1;1;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	1;2;1;0	0;2;1;0	0;2;1;0	0;2;1;0	0;2;1;0	0;2;1;0	0;2;1;0	0;2;1;0	0;2;1;0	1;2;1;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	1;2;1;0	0;2;1;0	0;2;1;0	0;2;1;0	0;2;1;0	0;2;1;0	0;2;1;0	0;2;1;0	0;2;1;0	1;2;1;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	2;1;1;0
x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	2;1;1;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	9;2;0;6	c;c;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	9;2;0;7	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	9;2;0;7	c;c;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	9;2;0;8	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	2;1;1;0
x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	2;1;1;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	9;2;0;6	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	9;2;0;7	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	9;2;0;7	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	9;2;0;8	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	2;1;1;0
x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	2;1;1;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	2;0;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	4;0;1;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	2;0;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	4;0;1;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	2;1;1;0
x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	2;1;1;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	2;1;1;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	2;1;1;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	2;1;1;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	2;1;1;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	2;1;1;0
x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	2;1;1;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	2;1;1;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	2;1;1;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	2;1;1;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	2;1;1;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	2;1;1;0
x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	2;1;1;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	2;1;1;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	2;1;1;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	2;1;1;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	2;1;1;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	2;1;1;0
x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0
